"Date","Symbol","Class Symbol","Root Symbol","Underlying Symbol","Strike Price","Expiry Date","Call/Put","Ins. Type","Bid Price","Ask Price","Bid Size","Ask Size","Last Price","Volume","Last Close Price","Net Change","Open Price","High Price","Low Price","Total Value","Nb. Trades","Settlement Price","Open Interest","Implied Volatility"
"2020-03-02","SXO   200515P1030.00","SXO","SXO","TX60",1030,"2020-05-15",1,0,0,0,0,0,46.7,0,60.8,0,0,0,0,0,0,46.7,0,0
"2020-03-02","SXO   200515P1040.00","SXO","SXO","TX60",1040,"2020-05-15",1,0,0,0,0,0,54.9,0,69.7,0,0,0,0,0,0,54.9,0,0
"2020-03-02","SXO   200515P1050.00","SXO","SXO","TX60",1050,"2020-05-15",1,0,0,0,0,0,63.6,0,79,0,0,0,0,0,0,63.6,0,0
"2020-03-02","SXO   200515P1060.00","SXO","SXO","TX60",1060,"2020-05-15",1,0,0,0,0,0,72.6,0,88.4,0,0,0,0,0,0,72.6,0,0
"2020-03-02","SXO   200515P1070.00","SXO","SXO","TX60",1070,"2020-05-15",1,0,0,0,0,0,82,0,98.1,0,0,0,0,0,0,82,0,0
"2020-03-02","SXO   200515P1080.00","SXO","SXO","TX60",1080,"2020-05-15",1,0,0,0,0,0,91.5,0,107.85,0,0,0,0,0,0,91.5,0,0
"2020-03-02","SXO   200515P1090.00","SXO","SXO","TX60",1090,"2020-05-15",1,0,0,0,0,0,101.2,0,117.85,0,0,0,0,0,0,101.2,0,0
"2020-03-02","SXO   200515P1100.00","SXO","SXO","TX60",1100,"2020-05-15",1,0,0,0,0,0,111.03,0,127.85,0,0,0,0,0,0,111.03,0,0
"2020-03-02","SXO   200515P1110.00","SXO","SXO","TX60",1110,"2020-05-15",1,0,0,0,0,0,111.03,0,127.85,0,0,0,0,0,0,111.03,0,0
"2020-03-02","SXO   200619P950.00","SXO","SXO","TX60",950,"2020-06-19",1,0,0,8.45,0,1,8.7,0,13.9,0,0,0,0,0,0,8.7,6,8.637
"2020-03-02","SXO   200619P960.00","SXO","SXO","TX60",960,"2020-06-19",1,0,0,0,0,0,11.6,0,17.8,0,0,0,0,0,0,11.6,0,1.599
"2020-03-02","SXO   200619P970.00","SXO","SXO","TX60",970,"2020-06-19",1,0,0,0,0,0,15.1,0,22.4,0,0,0,0,0,0,15.1,0,1.113
"2020-03-02","SXO   200619P980.00","SXO","SXO","TX60",980,"2020-06-19",1,0,0,0,0,0,19.3,0,27.7,0,0,0,0,0,0,19.3,0,0.642
"2020-03-02","SXO   200619P990.00","SXO","SXO","TX60",990,"2020-06-19",1,0,0,0,0,0,24.1,0,33.6,0,0,0,0,0,0,24.1,0,0.172
"2020-03-02","SXO   200619P1000.00","SXO","SXO","TX60",1000,"2020-06-19",1,0,0,0,0,0,29.6,0,40.2,0,0,0,0,0,0,29.6,0,0
"2020-03-02","SXO   200619P1010.00","SXO","SXO","TX60",1010,"2020-06-19",1,0,0,0,0,0,35.7,0,47.3,0,0,0,0,0,0,35.7,0,0
"2020-03-02","SXO   200619P1020.00","SXO","SXO","TX60",1020,"2020-06-19",1,0,0,0,0,0,42.5,0,55,0,0,0,0,0,0,42.5,0,0
"2020-03-02","SXO   200619P1030.00","SXO","SXO","TX60",1030,"2020-06-19",1,0,0,0,0,0,49.8,0,63.1,0,0,0,0,0,0,49.8,0,0
"2020-03-02","SXO   200619P1040.00","SXO","SXO","TX60",1040,"2020-06-19",1,0,0,0,0,0,57.6,0,71.6,0,0,0,0,0,0,57.6,0,0
"2020-03-02","SXO   200619P1050.00","SXO","SXO","TX60",1050,"2020-06-19",1,0,0,0,0,0,65.8,0,80.4,0,0,0,0,0,0,65.8,0,0
